Format,2.0A,
Memory Length,5000,Memory Length,5000,Memory Length,5000,Memory Length,5000,
Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,Trigger Level,6.80V,
Source,CH1,Source,CH2,Source,CH3,Source,CH4,
Label, ,Label, ,Label, ,Label, ,
Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,Probe Ratio,1.000E+01,
Vertical Units,V,Vertical Units,V,Vertical Units,V,Vertical Units,V,
Vertical Scale,1.000E+02,Vertical Scale,5.000E+01,Vertical Scale,5.000E-01,Vertical Scale,5.000E-01,
Vertical Position,1.960E+02,Vertical Position,2.000E+00,Vertical Position,-3.400E-01,Vertical Position,-1.160E+00,
Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,Horizontal Units,S,
Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,Horizontal Scale,1.000E-05,
Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,Horizontal Position,1.728E-04,
Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,Horizontal Mode,Main,
Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,Sampling Period,2.000E-08,
Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,Firmware,V1.13,
Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,Time,16-Aug-16 12:55:26,
Mode,Detail,Mode,Detail,Mode,Detail,Mode,Detail,
Waveform Data,,Waveform Data,,Waveform Data,,Waveform Data,,
1.931600e-04,-4.000000,1.931600e-04,2.000000,1.931600e-04,0.040000,1.931600e-04,0.000000,
1.931800e-04,0.000000,1.931800e-04,2.000000,1.931800e-04,0.040000,1.931800e-04,0.000000,
1.932000e-04,0.000000,1.932000e-04,2.000000,1.932000e-04,0.040000,1.932000e-04,0.020000,
1.932200e-04,-4.000000,1.932200e-04,2.000000,1.932200e-04,0.040000,1.932200e-04,0.000000,
1.932400e-04,-4.000000,1.932400e-04,2.000000,1.932400e-04,0.040000,1.932400e-04,0.020000,
1.932600e-04,-4.000000,1.932600e-04,2.000000,1.932600e-04,0.040000,1.932600e-04,0.020000,
1.932800e-04,-4.000000,1.932800e-04,2.000000,1.932800e-04,0.040000,1.932800e-04,0.000000,
1.933000e-04,-4.000000,1.933000e-04,2.000000,1.933000e-04,0.040000,1.933000e-04,0.020000,
1.933200e-04,-4.000000,1.933200e-04,2.000000,1.933200e-04,0.040000,1.933200e-04,0.020000,
1.933400e-04,-4.000000,1.933400e-04,2.000000,1.933400e-04,0.040000,1.933400e-04,0.020000,
1.933600e-04,-4.000000,1.933600e-04,2.000000,1.933600e-04,0.040000,1.933600e-04,0.000000,
1.933800e-04,-4.000000,1.933800e-04,2.000000,1.933800e-04,0.040000,1.933800e-04,0.020000,
1.934000e-04,-4.000000,1.934000e-04,2.000000,1.934000e-04,0.040000,1.934000e-04,0.020000,
1.934200e-04,-4.000000,1.934200e-04,2.000000,1.934200e-04,0.040000,1.934200e-04,0.020000,
1.934400e-04,0.000000,1.934400e-04,2.000000,1.934400e-04,0.040000,1.934400e-04,0.020000,
1.934600e-04,0.000000,1.934600e-04,2.000000,1.934600e-04,0.040000,1.934600e-04,0.020000,
1.934800e-04,-4.000000,1.934800e-04,2.000000,1.934800e-04,0.040000,1.934800e-04,0.020000,
1.935000e-04,0.000000,1.935000e-04,2.000000,1.935000e-04,0.040000,1.935000e-04,0.000000,
1.935200e-04,-4.000000,1.935200e-04,2.000000,1.935200e-04,0.040000,1.935200e-04,0.020000,
1.935400e-04,-4.000000,1.935400e-04,2.000000,1.935400e-04,0.040000,1.935400e-04,0.000000,
1.935600e-04,-4.000000,1.935600e-04,2.000000,1.935600e-04,0.040000,1.935600e-04,0.020000,
1.935800e-04,-4.000000,1.935800e-04,2.000000,1.935800e-04,0.040000,1.935800e-04,0.020000,
1.936000e-04,-4.000000,1.936000e-04,4.000000,1.936000e-04,0.040000,1.936000e-04,0.020000,
1.936200e-04,-4.000000,1.936200e-04,2.000000,1.936200e-04,0.040000,1.936200e-04,0.000000,
1.936400e-04,-4.000000,1.936400e-04,2.000000,1.936400e-04,0.020000,1.936400e-04,0.000000,
1.936600e-04,0.000000,1.936600e-04,2.000000,1.936600e-04,0.040000,1.936600e-04,0.020000,
1.936800e-04,-4.000000,1.936800e-04,2.000000,1.936800e-04,0.040000,1.936800e-04,0.020000,
1.937000e-04,-4.000000,1.937000e-04,2.000000,1.937000e-04,0.040000,1.937000e-04,0.020000,
1.937200e-04,-4.000000,1.937200e-04,2.000000,1.937200e-04,0.040000,1.937200e-04,0.000000,
1.937400e-04,0.000000,1.937400e-04,2.000000,1.937400e-04,0.040000,1.937400e-04,0.020000,
1.937600e-04,-4.000000,1.937600e-04,2.000000,1.937600e-04,0.020000,1.937600e-04,0.000000,
1.937800e-04,-4.000000,1.937800e-04,2.000000,1.937800e-04,0.040000,1.937800e-04,0.000000,
1.938000e-04,-4.000000,1.938000e-04,2.000000,1.938000e-04,0.040000,1.938000e-04,0.020000,
1.938200e-04,-4.000000,1.938200e-04,2.000000,1.938200e-04,0.040000,1.938200e-04,0.020000,
1.938400e-04,-4.000000,1.938400e-04,2.000000,1.938400e-04,0.040000,1.938400e-04,0.000000,
1.938600e-04,-4.000000,1.938600e-04,2.000000,1.938600e-04,0.040000,1.938600e-04,0.020000,
1.938800e-04,-4.000000,1.938800e-04,2.000000,1.938800e-04,0.040000,1.938800e-04,0.020000,
1.939000e-04,-4.000000,1.939000e-04,2.000000,1.939000e-04,0.040000,1.939000e-04,0.000000,
1.939200e-04,-4.000000,1.939200e-04,2.000000,1.939200e-04,0.040000,1.939200e-04,0.020000,
1.939400e-04,0.000000,1.939400e-04,2.000000,1.939400e-04,0.040000,1.939400e-04,0.020000,
1.939600e-04,-4.000000,1.939600e-04,2.000000,1.939600e-04,0.040000,1.939600e-04,0.020000,
1.939800e-04,-4.000000,1.939800e-04,2.000000,1.939800e-04,0.040000,1.939800e-04,0.020000,
1.940000e-04,0.000000,1.940000e-04,2.000000,1.940000e-04,0.040000,1.940000e-04,0.000000,
1.940200e-04,-4.000000,1.940200e-04,2.000000,1.940200e-04,0.040000,1.940200e-04,0.000000,
1.940400e-04,-4.000000,1.940400e-04,2.000000,1.940400e-04,0.040000,1.940400e-04,0.000000,
1.940600e-04,0.000000,1.940600e-04,2.000000,1.940600e-04,0.040000,1.940600e-04,0.020000,
1.940800e-04,-4.000000,1.940800e-04,2.000000,1.940800e-04,0.040000,1.940800e-04,0.020000,
1.941000e-04,0.000000,1.941000e-04,2.000000,1.941000e-04,0.060000,1.941000e-04,0.000000,
1.941200e-04,-4.000000,1.941200e-04,2.000000,1.941200e-04,0.040000,1.941200e-04,0.000000,
1.941400e-04,-4.000000,1.941400e-04,2.000000,1.941400e-04,0.040000,1.941400e-04,0.020000,
1.941600e-04,-4.000000,1.941600e-04,2.000000,1.941600e-04,0.040000,1.941600e-04,0.020000,
1.941800e-04,-4.000000,1.941800e-04,2.000000,1.941800e-04,0.040000,1.941800e-04,0.020000,
1.942000e-04,-4.000000,1.942000e-04,2.000000,1.942000e-04,0.040000,1.942000e-04,0.020000,
1.942200e-04,-4.000000,1.942200e-04,2.000000,1.942200e-04,0.040000,1.942200e-04,0.020000,
1.942400e-04,0.000000,1.942400e-04,2.000000,1.942400e-04,0.040000,1.942400e-04,0.000000,
1.942600e-04,0.000000,1.942600e-04,2.000000,1.942600e-04,0.040000,1.942600e-04,0.020000,
1.942800e-04,0.000000,1.942800e-04,2.000000,1.942800e-04,0.040000,1.942800e-04,0.020000,
1.943000e-04,0.000000,1.943000e-04,2.000000,1.943000e-04,0.040000,1.943000e-04,0.020000,
1.943200e-04,-4.000000,1.943200e-04,2.000000,1.943200e-04,0.040000,1.943200e-04,0.000000,
1.943400e-04,-4.000000,1.943400e-04,2.000000,1.943400e-04,0.040000,1.943400e-04,0.000000,
1.943600e-04,-4.000000,1.943600e-04,2.000000,1.943600e-04,0.040000,1.943600e-04,0.020000,
1.943800e-04,-4.000000,1.943800e-04,2.000000,1.943800e-04,0.040000,1.943800e-04,0.020000,
1.944000e-04,0.000000,1.944000e-04,2.000000,1.944000e-04,0.040000,1.944000e-04,0.000000,
1.944200e-04,-4.000000,1.944200e-04,2.000000,1.944200e-04,0.040000,1.944200e-04,0.020000,
1.944400e-04,0.000000,1.944400e-04,2.000000,1.944400e-04,0.040000,1.944400e-04,0.020000,
1.944600e-04,-4.000000,1.944600e-04,2.000000,1.944600e-04,0.040000,1.944600e-04,0.020000,
1.944800e-04,0.000000,1.944800e-04,4.000000,1.944800e-04,0.040000,1.944800e-04,0.000000,
1.945000e-04,0.000000,1.945000e-04,2.000000,1.945000e-04,0.040000,1.945000e-04,0.020000,
1.945200e-04,-4.000000,1.945200e-04,2.000000,1.945200e-04,0.040000,1.945200e-04,0.000000,
1.945400e-04,0.000000,1.945400e-04,2.000000,1.945400e-04,0.040000,1.945400e-04,0.020000,
1.945600e-04,-4.000000,1.945600e-04,2.000000,1.945600e-04,0.040000,1.945600e-04,0.020000,
1.945800e-04,-4.000000,1.945800e-04,2.000000,1.945800e-04,0.040000,1.945800e-04,0.000000,
1.946000e-04,-4.000000,1.946000e-04,2.000000,1.946000e-04,0.040000,1.946000e-04,0.000000,
1.946200e-04,-4.000000,1.946200e-04,2.000000,1.946200e-04,0.040000,1.946200e-04,0.020000,
1.946400e-04,0.000000,1.946400e-04,2.000000,1.946400e-04,0.040000,1.946400e-04,0.000000,
1.946600e-04,-4.000000,1.946600e-04,2.000000,1.946600e-04,0.040000,1.946600e-04,0.000000,
1.946800e-04,0.000000,1.946800e-04,2.000000,1.946800e-04,0.040000,1.946800e-04,0.020000,
1.947000e-04,-4.000000,1.947000e-04,2.000000,1.947000e-04,0.040000,1.947000e-04,0.020000,
1.947200e-04,-4.000000,1.947200e-04,2.000000,1.947200e-04,0.020000,1.947200e-04,0.020000,
1.947400e-04,-4.000000,1.947400e-04,2.000000,1.947400e-04,0.040000,1.947400e-04,0.000000,
1.947600e-04,-4.000000,1.947600e-04,2.000000,1.947600e-04,0.040000,1.947600e-04,0.000000,
1.947800e-04,-4.000000,1.947800e-04,2.000000,1.947800e-04,0.040000,1.947800e-04,0.020000,
1.948000e-04,0.000000,1.948000e-04,2.000000,1.948000e-04,0.040000,1.948000e-04,0.020000,
1.948200e-04,-4.000000,1.948200e-04,2.000000,1.948200e-04,0.040000,1.948200e-04,0.000000,
1.948400e-04,-4.000000,1.948400e-04,2.000000,1.948400e-04,0.040000,1.948400e-04,0.020000,
1.948600e-04,-4.000000,1.948600e-04,2.000000,1.948600e-04,0.040000,1.948600e-04,0.000000,
1.948800e-04,-4.000000,1.948800e-04,2.000000,1.948800e-04,0.040000,1.948800e-04,0.000000,
1.949000e-04,0.000000,1.949000e-04,2.000000,1.949000e-04,0.040000,1.949000e-04,0.000000,
1.949200e-04,-4.000000,1.949200e-04,2.000000,1.949200e-04,0.040000,1.949200e-04,0.000000,
1.949400e-04,-4.000000,1.949400e-04,2.000000,1.949400e-04,0.040000,1.949400e-04,0.000000,
1.949600e-04,-4.000000,1.949600e-04,2.000000,1.949600e-04,0.040000,1.949600e-04,0.020000,
1.949800e-04,-4.000000,1.949800e-04,2.000000,1.949800e-04,0.040000,1.949800e-04,0.000000,
1.950000e-04,-4.000000,1.950000e-04,2.000000,1.950000e-04,0.040000,1.950000e-04,0.000000,
1.950200e-04,-4.000000,1.950200e-04,2.000000,1.950200e-04,0.040000,1.950200e-04,0.020000,
1.950400e-04,-4.000000,1.950400e-04,2.000000,1.950400e-04,0.040000,1.950400e-04,0.020000,
1.950600e-04,-4.000000,1.950600e-04,2.000000,1.950600e-04,0.040000,1.950600e-04,0.020000,
1.950800e-04,-4.000000,1.950800e-04,2.000000,1.950800e-04,0.040000,1.950800e-04,0.020000,
1.951000e-04,0.000000,1.951000e-04,2.000000,1.951000e-04,0.040000,1.951000e-04,0.020000,
1.951200e-04,-4.000000,1.951200e-04,2.000000,1.951200e-04,0.040000,1.951200e-04,0.020000,
1.951400e-04,0.000000,1.951400e-04,2.000000,1.951400e-04,0.040000,1.951400e-04,0.000000,
1.951600e-04,-4.000000,1.951600e-04,2.000000,1.951600e-04,0.040000,1.951600e-04,0.020000,
1.951800e-04,0.000000,1.951800e-04,2.000000,1.951800e-04,0.040000,1.951800e-04,0.000000,
1.952000e-04,-4.000000,1.952000e-04,2.000000,1.952000e-04,0.040000,1.952000e-04,0.020000,
1.952200e-04,-4.000000,1.952200e-04,2.000000,1.952200e-04,0.040000,1.952200e-04,0.000000,
1.952400e-04,-4.000000,1.952400e-04,2.000000,1.952400e-04,0.040000,1.952400e-04,0.020000,
1.952600e-04,-4.000000,1.952600e-04,2.000000,1.952600e-04,0.040000,1.952600e-04,0.000000,
1.952800e-04,-4.000000,1.952800e-04,2.000000,1.952800e-04,0.040000,1.952800e-04,0.020000,
1.953000e-04,-4.000000,1.953000e-04,2.000000,1.953000e-04,0.040000,1.953000e-04,0.020000,
1.953200e-04,0.000000,1.953200e-04,2.000000,1.953200e-04,0.040000,1.953200e-04,0.000000,
1.953400e-04,-4.000000,1.953400e-04,2.000000,1.953400e-04,0.040000,1.953400e-04,0.000000,
1.953600e-04,-4.000000,1.953600e-04,2.000000,1.953600e-04,0.040000,1.953600e-04,0.000000,
1.953800e-04,0.000000,1.953800e-04,2.000000,1.953800e-04,0.040000,1.953800e-04,0.020000,
1.954000e-04,-4.000000,1.954000e-04,2.000000,1.954000e-04,0.040000,1.954000e-04,0.020000,
1.954200e-04,0.000000,1.954200e-04,4.000000,1.954200e-04,0.040000,1.954200e-04,0.020000,
1.954400e-04,-4.000000,1.954400e-04,2.000000,1.954400e-04,0.040000,1.954400e-04,0.020000,
1.954600e-04,0.000000,1.954600e-04,2.000000,1.954600e-04,0.040000,1.954600e-04,0.000000,
1.954800e-04,-4.000000,1.954800e-04,2.000000,1.954800e-04,0.040000,1.954800e-04,0.020000,
1.955000e-04,-4.000000,1.955000e-04,2.000000,1.955000e-04,0.040000,1.955000e-04,0.000000,
1.955200e-04,-4.000000,1.955200e-04,2.000000,1.955200e-04,0.040000,1.955200e-04,0.020000,
1.955400e-04,-4.000000,1.955400e-04,2.000000,1.955400e-04,0.040000,1.955400e-04,0.000000,
1.955600e-04,-4.000000,1.955600e-04,2.000000,1.955600e-04,0.040000,1.955600e-04,0.020000,
1.955800e-04,-4.000000,1.955800e-04,2.000000,1.955800e-04,0.040000,1.955800e-04,0.020000,
1.956000e-04,-4.000000,1.956000e-04,2.000000,1.956000e-04,0.040000,1.956000e-04,0.020000,
1.956200e-04,-4.000000,1.956200e-04,2.000000,1.956200e-04,0.040000,1.956200e-04,0.020000,
1.956400e-04,-4.000000,1.956400e-04,2.000000,1.956400e-04,0.040000,1.956400e-04,0.020000,
1.956600e-04,-4.000000,1.956600e-04,2.000000,1.956600e-04,0.020000,1.956600e-04,0.000000,
1.956800e-04,-8.000000,1.956800e-04,2.000000,1.956800e-04,2.880000,1.956800e-04,-1.400000,
1.957000e-04,96.000000,1.957000e-04,16.000000,1.957000e-04,-2.220000,1.957000e-04,2.580000,
1.957200e-04,88.000000,1.957200e-04,18.000000,1.957200e-04,2.880000,1.957200e-04,3.700000,
1.957400e-04,212.000000,1.957400e-04,76.000000,1.957400e-04,-2.220000,1.957400e-04,-1.400000,
1.957600e-04,204.000000,1.957600e-04,80.000000,1.957600e-04,-0.980000,1.957600e-04,3.700000,
1.957800e-04,160.000000,1.957800e-04,54.000000,1.957800e-04,1.880000,1.957800e-04,-1.400000,
1.958000e-04,156.000000,1.958000e-04,48.000000,1.958000e-04,1.220000,1.958000e-04,1.940000,
1.958200e-04,184.000000,1.958200e-04,54.000000,1.958200e-04,0.500000,1.958200e-04,-0.420000,
1.958400e-04,184.000000,1.958400e-04,60.000000,1.958400e-04,1.020000,1.958400e-04,0.720000,
1.958600e-04,176.000000,1.958600e-04,62.000000,1.958600e-04,0.540000,1.958600e-04,1.020000,
1.958800e-04,176.000000,1.958800e-04,60.000000,1.958800e-04,0.800000,1.958800e-04,0.900000,
1.959000e-04,176.000000,1.959000e-04,56.000000,1.959000e-04,0.800000,1.959000e-04,0.800000,
1.959200e-04,172.000000,1.959200e-04,56.000000,1.959200e-04,0.820000,1.959200e-04,0.740000,
1.959400e-04,172.000000,1.959400e-04,58.000000,1.959400e-04,0.800000,1.959400e-04,0.800000,
1.959600e-04,180.000000,1.959600e-04,60.000000,1.959600e-04,0.780000,1.959600e-04,0.880000,
1.959800e-04,180.000000,1.959800e-04,62.000000,1.959800e-04,0.740000,1.959800e-04,0.880000,
1.960000e-04,176.000000,1.960000e-04,62.000000,1.960000e-04,0.800000,1.960000e-04,0.840000,
1.960200e-04,172.000000,1.960200e-04,58.000000,1.960200e-04,0.860000,1.960200e-04,0.780000,
1.960400e-04,176.000000,1.960400e-04,58.000000,1.960400e-04,0.860000,1.960400e-04,0.800000,
1.960600e-04,180.000000,1.960600e-04,64.000000,1.960600e-04,0.840000,1.960600e-04,0.860000,
1.960800e-04,180.000000,1.960800e-04,68.000000,1.960800e-04,0.840000,1.960800e-04,0.880000,
1.961000e-04,176.000000,1.961000e-04,66.000000,1.961000e-04,0.820000,1.961000e-04,0.860000,
1.961200e-04,176.000000,1.961200e-04,64.000000,1.961200e-04,0.840000,1.961200e-04,0.840000,
1.961400e-04,176.000000,1.961400e-04,62.000000,1.961400e-04,0.860000,1.961400e-04,0.820000,
1.961600e-04,176.000000,1.961600e-04,64.000000,1.961600e-04,0.860000,1.961600e-04,0.840000,
1.961800e-04,176.000000,1.961800e-04,68.000000,1.961800e-04,0.860000,1.961800e-04,0.880000,
1.962000e-04,176.000000,1.962000e-04,68.000000,1.962000e-04,0.860000,1.962000e-04,0.900000,
1.962200e-04,176.000000,1.962200e-04,68.000000,1.962200e-04,0.860000,1.962200e-04,0.880000,
1.962400e-04,176.000000,1.962400e-04,68.000000,1.962400e-04,0.880000,1.962400e-04,0.880000,
1.962600e-04,176.000000,1.962600e-04,70.000000,1.962600e-04,0.900000,1.962600e-04,0.880000,
1.962800e-04,176.000000,1.962800e-04,72.000000,1.962800e-04,0.880000,1.962800e-04,0.900000,
1.963000e-04,176.000000,1.963000e-04,74.000000,1.963000e-04,0.900000,1.963000e-04,0.920000,
1.963200e-04,176.000000,1.963200e-04,74.000000,1.963200e-04,2.880000,1.963200e-04,2.280000,
1.963400e-04,-24.000000,1.963400e-04,42.000000,1.963400e-04,-2.220000,1.963400e-04,-1.400000,
1.963600e-04,8.000000,1.963600e-04,42.000000,1.963600e-04,2.880000,1.963600e-04,2.100000,
1.963800e-04,-84.000000,1.963800e-04,-14.000000,1.963800e-04,-2.220000,1.963800e-04,-1.400000,
1.964000e-04,-32.000000,1.964000e-04,-8.000000,1.964000e-04,1.880000,1.964000e-04,-1.400000,
1.964200e-04,36.000000,1.964200e-04,38.000000,1.964200e-04,-1.160000,1.964200e-04,1.540000,
1.964400e-04,28.000000,1.964400e-04,30.000000,1.964400e-04,1.160000,1.964400e-04,0.800000,
1.964600e-04,-24.000000,1.964600e-04,22.000000,1.964600e-04,-1.060000,1.964600e-04,-0.240000,
1.964800e-04,0.000000,1.964800e-04,22.000000,1.964800e-04,0.480000,1.964800e-04,-0.080000,
1.965000e-04,0.000000,1.965000e-04,24.000000,1.965000e-04,-0.100000,1.965000e-04,0.360000,
1.965200e-04,-8.000000,1.965200e-04,28.000000,1.965200e-04,0.020000,1.965200e-04,0.020000,
1.965400e-04,-4.000000,1.965400e-04,32.000000,1.965400e-04,0.460000,1.965400e-04,0.380000,
1.965600e-04,8.000000,1.965600e-04,34.000000,1.965600e-04,0.060000,1.965600e-04,0.400000,
1.965800e-04,-4.000000,1.965800e-04,30.000000,1.965800e-04,0.280000,1.965800e-04,0.080000,
1.966000e-04,-8.000000,1.966000e-04,26.000000,1.966000e-04,0.260000,1.966000e-04,0.220000,
1.966200e-04,-4.000000,1.966200e-04,30.000000,1.966200e-04,0.240000,1.966200e-04,0.020000,
1.966400e-04,0.000000,1.966400e-04,36.000000,1.966400e-04,0.280000,1.966400e-04,0.240000,
1.966600e-04,0.000000,1.966600e-04,36.000000,1.966600e-04,0.080000,1.966600e-04,0.260000,
1.966800e-04,-4.000000,1.966800e-04,34.000000,1.966800e-04,0.260000,1.966800e-04,0.200000,
1.967000e-04,-4.000000,1.967000e-04,30.000000,1.967000e-04,0.260000,1.967000e-04,0.160000,
1.967200e-04,-4.000000,1.967200e-04,32.000000,1.967200e-04,0.200000,1.967200e-04,0.180000,
1.967400e-04,0.000000,1.967400e-04,38.000000,1.967400e-04,0.240000,1.967400e-04,0.220000,
1.967600e-04,-4.000000,1.967600e-04,42.000000,1.967600e-04,0.240000,1.967600e-04,0.240000,
1.967800e-04,-4.000000,1.967800e-04,42.000000,1.967800e-04,0.240000,1.967800e-04,0.240000,
1.968000e-04,-4.000000,1.968000e-04,40.000000,1.968000e-04,0.240000,1.968000e-04,0.240000,
1.968200e-04,-4.000000,1.968200e-04,38.000000,1.968200e-04,0.260000,1.968200e-04,0.220000,
1.968400e-04,-4.000000,1.968400e-04,40.000000,1.968400e-04,0.260000,1.968400e-04,0.220000,
1.968600e-04,-4.000000,1.968600e-04,42.000000,1.968600e-04,0.240000,1.968600e-04,0.240000,
1.968800e-04,0.000000,1.968800e-04,44.000000,1.968800e-04,0.220000,1.968800e-04,0.260000,
1.969000e-04,-4.000000,1.969000e-04,42.000000,1.969000e-04,0.240000,1.969000e-04,0.220000,
1.969200e-04,-4.000000,1.969200e-04,42.000000,1.969200e-04,0.260000,1.969200e-04,0.200000,
1.969400e-04,-4.000000,1.969400e-04,44.000000,1.969400e-04,0.240000,1.969400e-04,0.220000,
1.969600e-04,-4.000000,1.969600e-04,46.000000,1.969600e-04,0.240000,1.969600e-04,0.240000,
1.969800e-04,-4.000000,1.969800e-04,46.000000,1.969800e-04,0.240000,1.969800e-04,0.240000,
1.970000e-04,-4.000000,1.970000e-04,48.000000,1.970000e-04,0.260000,1.970000e-04,0.240000,
1.970200e-04,-4.000000,1.970200e-04,48.000000,1.970200e-04,0.240000,1.970200e-04,0.240000,
1.970400e-04,-4.000000,1.970400e-04,48.000000,1.970400e-04,0.260000,1.970400e-04,0.240000,
1.970600e-04,-4.000000,1.970600e-04,48.000000,1.970600e-04,0.260000,1.970600e-04,0.240000,
1.970800e-04,-4.000000,1.970800e-04,50.000000,1.970800e-04,0.260000,1.970800e-04,0.240000,
1.971000e-04,-4.000000,1.971000e-04,50.000000,1.971000e-04,0.260000,1.971000e-04,0.240000,
1.971200e-04,-4.000000,1.971200e-04,50.000000,1.971200e-04,0.260000,1.971200e-04,0.240000,
1.971400e-04,-4.000000,1.971400e-04,50.000000,1.971400e-04,0.260000,1.971400e-04,0.240000,
1.971600e-04,-4.000000,1.971600e-04,50.000000,1.971600e-04,0.260000,1.971600e-04,0.240000,
1.971800e-04,-4.000000,1.971800e-04,52.000000,1.971800e-04,0.260000,1.971800e-04,0.260000,
1.972000e-04,-4.000000,1.972000e-04,52.000000,1.972000e-04,0.260000,1.972000e-04,0.260000,
1.972200e-04,-4.000000,1.972200e-04,52.000000,1.972200e-04,0.260000,1.972200e-04,0.240000,
1.972400e-04,-4.000000,1.972400e-04,54.000000,1.972400e-04,0.260000,1.972400e-04,0.260000,
1.972600e-04,-4.000000,1.972600e-04,54.000000,1.972600e-04,0.280000,1.972600e-04,0.240000,
1.972800e-04,-4.000000,1.972800e-04,54.000000,1.972800e-04,0.280000,1.972800e-04,0.260000,
1.973000e-04,-4.000000,1.973000e-04,54.000000,1.973000e-04,0.260000,1.973000e-04,0.260000,
1.973200e-04,-4.000000,1.973200e-04,54.000000,1.973200e-04,0.260000,1.973200e-04,0.260000,
1.973400e-04,-4.000000,1.973400e-04,56.000000,1.973400e-04,0.280000,1.973400e-04,0.260000,
1.973600e-04,-4.000000,1.973600e-04,56.000000,1.973600e-04,0.260000,1.973600e-04,0.240000,
1.973800e-04,-4.000000,1.973800e-04,56.000000,1.973800e-04,0.260000,1.973800e-04,0.260000,
1.974000e-04,-4.000000,1.974000e-04,56.000000,1.974000e-04,0.260000,1.974000e-04,0.260000,
1.974200e-04,-4.000000,1.974200e-04,56.000000,1.974200e-04,0.260000,1.974200e-04,0.240000,
1.974400e-04,-4.000000,1.974400e-04,56.000000,1.974400e-04,0.260000,1.974400e-04,0.260000,
1.974600e-04,-4.000000,1.974600e-04,56.000000,1.974600e-04,0.260000,1.974600e-04,0.240000,
1.974800e-04,-4.000000,1.974800e-04,58.000000,1.974800e-04,0.260000,1.974800e-04,0.260000,
1.975000e-04,-4.000000,1.975000e-04,58.000000,1.975000e-04,0.280000,1.975000e-04,0.260000,
1.975200e-04,-4.000000,1.975200e-04,58.000000,1.975200e-04,0.260000,1.975200e-04,0.240000,
1.975400e-04,-4.000000,1.975400e-04,58.000000,1.975400e-04,0.280000,1.975400e-04,0.260000,
1.975600e-04,-4.000000,1.975600e-04,58.000000,1.975600e-04,0.260000,1.975600e-04,0.240000,
1.975800e-04,-4.000000,1.975800e-04,58.000000,1.975800e-04,0.280000,1.975800e-04,0.260000,
1.976000e-04,-4.000000,1.976000e-04,58.000000,1.976000e-04,0.280000,1.976000e-04,0.240000,
1.976200e-04,-4.000000,1.976200e-04,60.000000,1.976200e-04,0.260000,1.976200e-04,0.240000,
1.976400e-04,-4.000000,1.976400e-04,58.000000,1.976400e-04,0.260000,1.976400e-04,0.240000,
1.976600e-04,-4.000000,1.976600e-04,58.000000,1.976600e-04,0.280000,1.976600e-04,0.240000,
1.976800e-04,-4.000000,1.976800e-04,60.000000,1.976800e-04,0.260000,1.976800e-04,0.240000,
1.977000e-04,-4.000000,1.977000e-04,58.000000,1.977000e-04,0.260000,1.977000e-04,0.260000,
1.977200e-04,-4.000000,1.977200e-04,58.000000,1.977200e-04,0.260000,1.977200e-04,0.260000,
1.977400e-04,-4.000000,1.977400e-04,60.000000,1.977400e-04,0.260000,1.977400e-04,0.240000,
1.977600e-04,-4.000000,1.977600e-04,58.000000,1.977600e-04,0.260000,1.977600e-04,0.240000,
1.977800e-04,-4.000000,1.977800e-04,60.000000,1.977800e-04,0.260000,1.977800e-04,0.260000,
1.978000e-04,-4.000000,1.978000e-04,60.000000,1.978000e-04,0.260000,1.978000e-04,0.240000,
1.978200e-04,-4.000000,1.978200e-04,60.000000,1.978200e-04,0.260000,1.978200e-04,0.240000,
1.978400e-04,-4.000000,1.978400e-04,60.000000,1.978400e-04,0.260000,1.978400e-04,0.240000,
1.978600e-04,-4.000000,1.978600e-04,60.000000,1.978600e-04,0.260000,1.978600e-04,0.240000,
1.978800e-04,-4.000000,1.978800e-04,60.000000,1.978800e-04,0.260000,1.978800e-04,0.240000,
1.979000e-04,-4.000000,1.979000e-04,58.000000,1.979000e-04,0.260000,1.979000e-04,0.240000,
1.979200e-04,-4.000000,1.979200e-04,58.000000,1.979200e-04,0.260000,1.979200e-04,0.240000,
1.979400e-04,-4.000000,1.979400e-04,58.000000,1.979400e-04,0.260000,1.979400e-04,0.240000,
1.979600e-04,-4.000000,1.979600e-04,58.000000,1.979600e-04,0.260000,1.979600e-04,0.240000,
1.979800e-04,-4.000000,1.979800e-04,58.000000,1.979800e-04,0.260000,1.979800e-04,0.220000,
1.980000e-04,-4.000000,1.980000e-04,58.000000,1.980000e-04,0.260000,1.980000e-04,0.240000,
1.980200e-04,-4.000000,1.980200e-04,58.000000,1.980200e-04,0.240000,1.980200e-04,0.240000,
1.980400e-04,-4.000000,1.980400e-04,58.000000,1.980400e-04,0.240000,1.980400e-04,0.220000,
